RecId,FIPSCode,RecordCount2020,RecordCount2021,TIV2020,TIV2021,DifferenceTIV,DifferenceRecordCount,Bucket
585,51109,308,353,55907548,89058757,33151209,45,1
586,51177,180,177,68923748,89366548,20442800,-3,1
587,51063,649,612,93884301,89614886,-4269415,-37,1
588,36005,19,80,19147750,89806312,70658562,61,1
589,51153,209,222,69636496,90682653,21046157,13,1
590,51590,343,317,72415252,94013612,21598360,-26,1
591,51047,490,514,73760218,94971646,21211428,24,1
592,51073,307,333,92698698,99988187,7289489,26,1
593,42007,281,312,86005252,101053083,15047831,31,1
594,40143,159,819,15235913,103192308,87956395,660,1
595,24033,1,87,221450,111864268,111642818,86,1
596,51075,461,492,106058068,116163000,10104932,31,1
597,51199,259,300,71589985,121678219,50088234,41,1
598,34013,64,254,39488135,122888297,83400162,190,1
599,51775,638,643,130961073,136146572,5185499,5,1
600,51031,740,718,155516483,157455351,1938868,-22,1
601,51121,740,701,140808118.8,163519605,22711486.2,-39,1
602,42017,7,108,1982305,184375333,182393028,101,2
603,51093,557,520,187052230,186146088,-906142,-37,2
604,42129,786,782,195026073,192381098,-2644975,-4,2
605,40109,303,1674,37485548,234459719,196974171,1371,2
606,51730,333,471,117672895,239984135,122311240,138,2
607,51540,167,210,134751156,250408242,115657086,43,2
608,51740,405,644,122503214,262315177,139811963,239,2
609,51163,1514,1550,267064242,271216060,4151818,36,2
610,51003,395,491,219758294,284025952,64267658,96,2
611,51680,1001,1012,268395378,285520342,17124964,11,2
612,51800,283,466,97610633,302256196,204645563,183,2
613,51790,1538,1499,309870323,308538240,-1332083,-39,2
614,29077,0,78,0,313640219,313640219,78,2
615,51067,2051,1859,328270965,323143881,-5127084,-192,2
616,36047,189,319,221049323,343936375,122887052,130,2
617,51023,2156,2064,375690161,384579183,8889022,-92,2
618,51820,1887,1821,420179725,417890943,-2288782,-66,2
619,51095,1360,1485,381814171,498011866,116197695,125,2
620,51770,2594,2515,525491701,515129490,-10362211,-79,2
621,51650,658,938,309835972,561511178,251675206,280,3
622,51161,2271,2320,488350260.2,614549501.2,126199241,49,3
623,51019,3608,3507,609191035,627503053,18312018,-101,3
624,51550,616,1089,285861698,651568409,365706711,473,3
625,51171,4167,4148,648506238.6,658788950,10282711.4,-19,3
626,51059,328,662,204697695,677959011,473261316,334,3
627,51139,3989,4040,696201268,707907231,11705963,51,3
628,51085,2127,2303,598412794,730852120.8,132439326.8,176,3
629,51700,846,1425,410216418,814405228,404188810,579,3
630,51015,4751,4631,840265912,866412759,26146847,-120,4
631,51710,726,1424,341110368,945603182,604492814,698,4
632,42003,1859,2098,591521680,974156600.6,382634920.6,239,4
633,51041,2431,2772,845259611,1148571362.4,303311751.4,341,4
634,51660,4967,4787,1228243350.6,1220410227.4,-7833123.2,-180,4
635,51760,1623,2279,840336897,1503885731,663548834,656,5
636,51087,3427,4012,1030096630.8,1695504771.6,665408140.8,585,5
637,51810,1566,2470,875352415,1771375274,896022859,904,5
638,51165,14626,14108,2782975531,2767553939,-15421592,-518,5
